Player,Salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, , , , , , , , ,OWS,DWS,WS,WS/48, , , , , , , , ,OBPM,DBPM,BPM,VORP
Deni Avdija,6263188,SF,23,WAS,49,49,27.5,4.7,9.2,.512,1.0,2.6,.391,3.7,6.6,.560,.567,2.2,2.9,.743,1.0,5.1,6.1,3.8,0.9,0.4,1.9,2.5,12.7,14.7,.601,.283,.318,3.8,20.3,11.9,19.0,1.5,1.3,15.0,19.0,,,,,,,,,1.1,0.9,2.0,.071,,,,,,,,,-0.9,-0.1,-1.0,0.4
Nassir Little,6250000,SF,23,PHO,29,2,13.2,1.6,3.3,.474,0.6,1.9,.296,1.0,1.5,.698,.557,0.6,0.7,.850,0.5,1.7,2.1,0.6,0.3,0.3,0.4,1.1,4.3,10.6,.591,.557,.206,4.5,13.6,9.3,6.2,1.3,1.8,10.2,13.3,,,,,,,,,0.3,0.4,0.7,.084,,,,,,,,,-2.0,-0.4,-2.4,0.0
Jevon Carter,6190476,PG,28,CHI,49,0,13.6,1.9,5.3,.368,1.1,3.4,.337,0.8,1.9,.424,.477,0.1,0.1,.600,0.1,0.6,0.7,1.2,0.5,0.2,0.6,1.0,5.1,7.9,.478,.643,.019,0.8,5.4,3.0,12.1,1.9,1.9,9.4,19.0,,,,,,,,,-0.6,0.6,-0.1,-0.004,,,,,,,,,-3.7,-0.5,-4.2,-0.4
Kenrich Williams,6175000,PF,29,OKC,40,1,15.2,1.8,4.0,.462,0.8,2.1,.390,1.0,1.9,.539,.563,0.1,0.3,.300,0.8,2.1,2.9,1.3,0.6,0.2,0.4,1.4,4.5,11.3,.557,.519,.063,6.2,14.8,10.7,10.3,2.0,0.9,9.0,12.8,,,,,,,,,0.5,0.8,1.4,.108,,,,,,,,,-1.3,0.6,-0.7,0.2
Jarace Walker,6059460,PF,20,IND,17,0,10.2,1.6,3.9,.424,0.7,1.9,.375,0.9,2.0,.471,.515,0.4,0.4,.857,0.5,1.2,1.7,1.2,0.5,0.4,0.6,1.0,4.4,13.1,.536,.485,.106,5.3,13.9,9.6,14.1,2.4,2.7,12.6,19.0,,,,,,,,,0.0,0.2,0.2,.056,,,,,,,,,-0.5,0.1,-0.5,0.1
Jonathan Kuminga,6012840,PF,21,GSW,46,20,24.9,5.8,10.8,.536,0.8,2.5,.330,5.0,8.3,.598,.575,3.0,4.1,.726,1.2,3.4,4.7,1.7,0.7,0.4,1.6,2.3,15.4,17.0,.611,.232,.383,5.4,14.9,10.2,10.4,1.4,1.4,11.2,23.9,,,,,,,,,1.6,1.0,2.5,.105,,,,,,,,,0.2,-0.7,-0.5,0.4
Devin Vassell,5887899,SG,23,SAS,45,39,31.6,6.8,14.6,.467,2.5,6.8,.366,4.4,7.8,.555,.552,2.5,3.1,.801,0.4,3.3,3.6,3.6,1.1,0.3,1.4,1.0,18.7,15.8,.583,.464,.214,1.2,11.3,6.2,17.2,1.6,0.7,7.8,23.1,,,,,,,,,1.4,0.8,2.2,.073,,,,,,,,,1.1,-1.2,-0.1,0.7
Tyrese Haliburton,5808435,PG,23,IND,39,38,32.1,8.1,16.2,.498,3.2,7.9,.397,4.9,8.3,.596,.596,3.2,3.7,.856,0.6,3.3,3.9,11.7,1.1,0.7,2.4,1.0,22.5,25.9,.631,.491,.231,2.3,11.8,7.0,50.0,1.5,1.8,11.9,26.2,,,,,,,,,5.3,0.6,6.0,.229,,,,,,,,,9.3,-0.5,8.8,3.4
Dyson Daniels,5784120,PG,20,NOP,50,15,21.8,2.1,4.9,.429,0.6,2.1,.286,1.5,2.8,.536,.490,0.6,1.0,.646,1.0,2.7,3.7,2.7,1.3,0.4,1.0,1.6,5.4,11.2,.509,.429,.196,5.1,13.7,9.4,15.4,3.0,1.6,15.5,12.4,,,,,,,,,0.3,1.7,2.0,.088,,,,,,,,,-2.2,2.5,0.3,0.6
Dean Wade,5709877,PF,27,CLE,41,30,21.7,1.9,4.4,.418,1.5,3.8,.401,0.3,0.6,.520,.591,0.4,0.5,.789,0.8,3.6,4.4,0.9,0.9,0.3,0.5,1.9,5.6,10.1,.604,.863,.104,4.2,18.0,11.2,5.1,1.9,1.4,9.1,10.2,,,,,,,,,0.8,1.5,2.3,.123,,,,,,,,,-1.9,2.1,0.2,0.5
Aaron Nesmith,5634257,SF,24,IND,47,22,27.1,4.6,8.7,.523,2.1,4.6,.463,2.4,4.1,.591,.646,1.2,1.7,.716,1.0,3.0,4.0,1.5,1.0,0.7,1.0,3.4,12.5,13.9,.659,.530,.197,4.1,12.6,8.4,6.7,1.8,1.9,9.2,16.0,,,,,,,,,2.0,0.8,2.8,.106,,,,,,,,,0.5,-0.2,0.4,0.8
Taylor Hendricks,5569872,PF,20,UTA,13,0,13.9,1.8,4.5,.397,0.9,2.7,.343,0.8,1.8,.478,.500,0.5,0.6,.750,0.8,1.4,2.2,0.5,0.7,0.5,0.7,0.9,4.9,10.4,.520,.603,.138,6.8,10.7,8.8,4.4,2.4,3.4,12.8,16.2,,,,,,,,,0.0,0.2,0.1,.033,,,,,,,,,-2.4,-0.9,-3.3,-0.1
JaVale McGee,5544772,C,36,SAC,38,0,8.1,1.9,3.1,.629,0.0,0.1,.000,1.9,2.9,.652,.629,0.7,1.1,.581,1.0,1.9,2.9,0.4,0.2,0.5,0.8,1.1,4.5,18.8,.634,.034,.371,13.3,27.7,20.3,6.9,1.4,5.6,18.7,23.0,,,,,,,,,0.2,0.5,0.6,.099,,,,,,,,,-1.9,0.3,-1.6,0.0
Cole Anthony,5539771,PG,23,ORL,50,0,23.1,4.0,9.5,.427,1.1,3.3,.321,3.0,6.2,.484,.483,2.8,3.4,.840,0.9,3.1,4.0,3.1,0.8,0.4,1.8,2.4,12.0,14.3,.547,.349,.357,4.3,15.7,9.9,20.5,1.7,1.7,13.9,23.7,,,,,,,,,0.5,1.7,2.2,.089,,,,,,,,,-1.1,0.6,-0.4,0.5
Franz Wagner,5508720,SF,22,ORL,43,43,33.2,7.7,16.3,.470,1.6,5.0,.309,6.1,11.2,.542,.518,3.7,4.3,.856,1.1,4.5,5.7,4.0,1.1,0.3,2.0,2.3,20.6,17.3,.566,.310,.267,3.9,16.0,9.8,19.8,1.6,0.9,10.0,26.2,,,,,,,,,1.5,2.0,3.5,.117,,,,,,,,,1.1,0.3,1.3,1.2
Furkan Korkmaz,5370370,SG,26,PHI,34,0,8.4,0.9,2.1,.411,0.4,1.1,.368,0.5,1.0,.457,.507,0.4,0.6,.700,0.0,0.7,0.8,0.7,0.4,0.0,0.3,0.5,2.6,9.5,.538,.521,.274,0.4,9.7,5.1,11.4,2.4,0.3,9.9,13.6,,,,,,,,,0.1,0.3,0.4,.065,,,,,,,,,-3.2,0.6,-2.6,0.0
Jeremy Sochan,5316960,PF,20,SAS,50,49,29.5,4.5,10.2,.439,1.0,2.9,.350,3.5,7.3,.474,.488,1.6,2.0,.775,1.9,4.3,6.2,3.7,0.7,0.5,2.0,2.4,11.5,11.4,.520,.280,.200,6.8,15.9,11.3,17.6,1.2,1.3,15.0,18.6,,,,,,,,,-0.2,0.9,0.7,.024,,,,,,,,,-2.6,-1.0,-3.6,-0.6
Cason Wallace,5291352,SG,20,OKC,51,9,21.0,2.6,5.1,.510,1.1,2.7,.417,1.5,2.4,.615,.621,0.4,0.5,.833,0.6,1.6,2.2,1.4,0.7,0.4,0.5,1.7,6.7,11.4,.633,.533,.092,3.4,8.2,5.9,8.3,1.6,1.9,8.1,12.0,,,,,,,,,1.4,1.2,2.6,.116,,,,,,,,,-1.0,0.5,-0.5,0.4
Isaiah Stewart,5266713,PF,22,DET,35,34,30.6,4.1,8.6,.470,1.4,3.7,.374,2.7,4.9,.544,.551,1.5,2.0,.746,1.8,5.0,6.8,1.7,0.4,0.8,1.5,2.5,11.0,11.0,.579,.434,.235,6.5,18.8,12.5,7.7,0.6,2.1,13.9,15.3,,,,,,,,,0.5,0.4,0.9,.039,,,,,,,,,-1.9,-1.0,-2.9,-0.2
Chuma Okeke,5266712,SF,25,ORL,30,8,12.4,1.2,3.2,.381,0.7,2.4,.310,0.5,0.9,.577,.495,0.1,0.2,.400,0.6,1.8,2.4,0.6,0.2,0.2,0.4,0.6,3.3,8.1,.494,.732,.052,5.5,16.7,11.0,6.2,0.9,1.7,10.0,12.8,,,,,,,,,-0.1,0.5,0.4,.052,,,,,,,,,-2.3,-0.1,-2.4,-0.1
Davion Mitchell,5063640,PG,25,SAC,39,3,12.6,1.4,3.6,.379,0.5,1.8,.254,0.9,1.8,.507,.443,0.4,0.5,.762,0.2,0.8,1.0,1.8,0.2,0.1,0.6,1.1,3.6,6.5,.469,.507,.150,1.3,7.7,4.5,18.0,0.9,0.4,12.8,14.8,,,,,,,,,-0.2,0.3,0.1,.010,,,,,,,,,-4.8,-1.0,-5.8,-0.5
Johnny Davis,5050800,SG,21,WAS,23,0,8.0,1.0,2.6,.407,0.1,0.3,.286,1.0,2.3,.423,.424,0.2,0.3,.571,0.4,0.5,0.9,0.3,0.3,0.1,0.3,0.6,2.3,6.4,.435,.119,.119,5.2,7.1,6.1,5.0,2.0,0.9,8.8,15.7,,,,,,,,,-0.2,0.1,-0.2,-0.048,,,,,,,,,-6.2,-2.0,-8.2,-0.3
Jalen Smith,5043773,C,23,IND,37,13,18.3,4.2,6.7,.623,1.1,2.4,.472,3.0,4.3,.709,.709,1.2,1.7,.703,1.6,4.0,5.6,1.1,0.3,0.7,0.8,2.3,10.7,20.4,.718,.360,.259,9.8,25.3,17.5,7.7,0.7,2.9,10.1,18.8,,,,,,,,,1.9,0.5,2.4,.174,,,,,,,,,3.1,-0.6,2.4,0.8
Jett Howard,5026824,SF,20,ORL,11,0,3.8,0.6,1.7,.368,0.4,1.3,.286,0.3,0.5,.600,.474,0.2,0.4,.500,0.1,0.4,0.5,0.3,0.0,0.1,0.2,0.1,1.8,8.7,.482,.737,.211,2.7,11.2,6.8,10.7,0.0,2.2,8.8,23.3,,,,,,,,,0.0,0.0,0.0,-0.007,,,,,,,,,-0.5,-1.8,-2.2,0.0
Aleksej Pokusevski,5009633,PF,22,OKC,9,0,6.1,0.4,1.7,.267,0.2,1.1,.200,0.2,0.6,.400,.333,0.2,0.4,.500,0.2,0.9,1.1,0.6,0.1,0.1,0.3,0.6,1.3,3.3,.358,.667,.267,4.3,15.6,10.2,10.7,0.9,1.7,15.2,15.6,,,,,,,,,-0.1,0.1,-0.1,-0.052,,,,,,,,,-7.5,-2.0,-9.5,-0.1
Reggie Jackson,5000000,PG,33,DEN,51,14,23.1,4.4,9.6,.457,1.3,3.5,.376,3.0,6.0,.505,.527,1.0,1.3,.769,0.4,1.7,2.1,3.9,0.6,0.2,1.3,1.9,11.1,13.0,.546,.371,.133,1.7,8.2,5.0,23.5,1.3,0.7,11.6,21.6,,,,,,,,,0.8,1.0,1.7,.071,,,,,,,,,-0.9,-1.3,-2.2,-0.1
Shake Milton,5000000,SG,27,MIN,38,0,12.9,1.7,4.2,.400,0.4,1.4,.264,1.3,2.8,.467,.444,0.9,1.2,.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7,8.2,.496,.331,.275,1.7,9.6,6.0,14.1,1.6,0.9,13.5,18.6,,,,,,,,,-0.3,0.8,0.4,.042,,,,,,,,,-5.0,0.7,-4.3,-0.3
Mason Plumlee,5000000,C,33,LAC,19,9,18.6,2.4,3.7,.648,0.0,0.0,,2.4,3.7,.648,.648,1.6,2.6,.620,1.6,4.5,6.2,1.2,0.4,0.4,0.5,1.3,6.5,16.7,.661,.000,.704,10.3,26.6,18.8,8.4,1.0,1.8,9.7,12.7,,,,,,,,,0.9,0.5,1.3,.181,,,,,,,,,0.5,0.1,0.6,0.2
Bismack Biyombo,5000000,C,31,MEM,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,9.9,.560,.000,.387,8.4,21.2,14.6,10.0,0.7,4.4,21.4,10.6,,,,,,,,,0.1,1.0,1.0,.070,,,,,,,,,-4.9,1.6,-3.2,-0.2
Ziaire Williams,4810200,SF,22,MEM,44,9,18.8,2.7,7.0,.390,1.1,3.5,.314,1.6,3.5,.467,.469,1.1,1.3,.831,0.7,2.7,3.4,1.5,0.6,0.2,1.3,1.7,7.7,9.0,.506,.506,.192,3.8,16.4,9.9,11.8,1.6,1.0,14.6,20.3,,,,,,,,,-0.9,1.0,0.0,.002,,,,,,,,,-4.3,-0.4,-4.7,-0.6
Ousmane Dieng,4798440,PF,20,OKC,26,0,11.4,1.6,3.4,.461,0.7,2.2,.333,0.8,1.2,.688,.567,0.5,0.5,.857,0.3,1.4,1.8,0.9,0.1,0.0,0.5,0.7,4.3,10.5,.594,.640,.157,3.6,13.3,8.7,10.3,0.5,0.3,12.0,15.8,,,,,,,,,0.2,0.3,0.5,.079,,,,,,,,,-1.5,-1.4,-2.9,-0.1
Josh Green,4765339,SG,23,DAL,38,21,27.4,3.4,7.0,.481,1.5,3.6,.409,1.9,3.4,.558,.586,0.7,1.1,.619,0.6,2.6,3.2,2.6,0.7,0.1,1.2,1.9,8.9,9.8,.594,.515,.158,2.4,10.7,6.5,12.3,1.2,0.4,13.4,13.5,,,,,,,,,0.7,0.6,1.3,.059,,,,,,,,,-2.1,-0.8,-2.9,-0.2
Jarred Vanderbilt,4698000,PF,24,LAL,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,11.5,.578,.237,.316,8.2,17.8,13.2,7.9,2.9,0.8,17.7,11.7,,,,,,,,,0.2,0.8,1.1,.089,,,,,,,,,-3.2,1.4,-1.8,0.0
Nickeil Alexander-Walker,4687500,SG,25,MIN,51,16,23.0,2.4,5.8,.420,1.4,3.8,.362,1.0,1.9,.535,.541,0.5,0.7,.743,0.4,1.5,1.9,2.5,0.9,0.5,0.9,1.9,6.8,9.6,.556,.664,.119,2.1,7.0,4.7,14.7,1.9,2.0,13.2,13.4,,,,,,,,,0.5,1.9,2.4,.098,,,,,,,,,-2.0,1.9,0.0,0.6
James Bouknight,4570080,SG,23,CHO,14,0,5.8,1.3,2.9,.439,0.9,2.1,.433,0.4,0.8,.455,.598,0.1,0.1,.500,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,15.7,.597,.732,.049,1.3,11.7,6.2,11.9,0.6,1.1,4.6,23.5,,,,,,,,,0.1,0.0,0.1,.058,,,,,,,,,4.3,-2.3,2.0,0.1
Jalen Williams,4558680,PF,22,OKC,45,45,32.0,7.4,13.6,.539,1.5,3.2,.452,5.9,10.4,.566,.593,2.6,3.3,.804,0.5,3.5,4.0,4.5,1.1,0.5,1.7,2.6,18.8,18.1,.624,.238,.241,2.0,11.7,7.1,20.3,1.6,1.4,10.3,22.9,,,,,,,,,2.8,1.7,4.5,.150,,,,,,,,,1.6,0.1,1.8,1.4
Saddiq Bey,4556983,SF,24,ATL,49,37,32.3,4.4,10.6,.416,1.7,5.6,.308,2.7,5.0,.537,.497,2.5,3.1,.820,2.6,3.9,6.5,1.4,0.9,0.1,0.9,1.6,13.0,12.6,.546,.526,.289,8.4,13.6,10.9,5.7,1.3,0.3,6.8,16.2,,,,,,,,,2.0,0.4,2.4,.072,,,,,,,,,-0.2,-2.0,-2.3,-0.1
Gradey Dick,4536708,SG,20,TOR,29,1,14.5,1.6,4.4,.362,0.8,2.6,.303,0.8,1.8,.451,.453,0.7,0.8,.909,0.4,1.3,1.8,1.2,0.6,0.0,0.6,1.3,4.7,7.6,.494,.598,.173,3.4,10.2,6.7,10.4,1.9,0.0,11.6,15.8,,,,,,,,,-0.2,0.2,0.1,.011,,,,,,,,,-4.6,-0.9,-5.6,-0.4
Jalen McDaniels,4516000,SF,26,TOR,31,0,9.2,1.1,3.4,.337,0.4,1.7,.212,0.8,1.7,.462,.389,0.5,0.6,.700,0.3,1.0,1.3,0.5,0.4,0.1,0.5,1.0,3.1,4.6,.421,.500,.192,3.4,12.2,7.7,7.3,1.9,0.9,13.1,19.4,,,,,,,,,-0.6,0.2,-0.4,-0.074,,,,,,,,,-7.4,-1.5,-8.8,-0.5
Taurean Prince,4516000,PF,29,LAL,49,47,30.3,3.5,8.1,.434,2.0,5.3,.386,1.5,2.8,.526,.561,0.6,0.9,.714,0.2,2.7,3.0,1.7,0.9,0.5,0.9,2.2,9.7,8.4,.572,.654,.106,0.9,9.6,5.4,7.4,1.4,1.4,10.0,13.4,,,,,,,,,0.1,1.3,1.3,.043,,,,,,,,,-3.0,0.0,-3.0,-0.4
Precious Achiuwa,4379526,C-PF,24,TOT,44,5,19.4,3.0,6.4,.473,0.4,1.5,.246,2.7,5.0,.541,.502,0.8,1.2,.611,2.3,3.4,5.7,1.3,0.6,0.7,0.9,1.7,7.2,14.1,.517,.230,.191,12.8,19.7,16.2,9.3,1.6,3.1,11.8,17.4,,,,,,,,,0.4,1.1,1.5,.084,,,,,,,,,-1.9,0.2,-1.8,0.0
Tyrese Maxey,4343920,PG,23,PHI,45,45,37.3,8.9,19.8,.450,3.1,8.2,.380,5.8,11.6,.498,.528,5.0,5.8,.859,0.6,3.0,3.5,6.4,1.0,0.5,1.6,2.2,25.9,20.3,.579,.413,.294,1.6,8.8,5.2,26.9,1.3,1.3,6.5,27.4,,,,,,,,,4.2,1.4,5.6,.161,,,,,,,,,4.4,-1.1,3.3,2.2
Jalen Duren,4330680,C,20,DET,34,33,29.9,6.2,9.6,.649,0.0,0.1,.000,6.2,9.5,.653,.649,1.5,2.1,.699,3.3,8.4,11.6,2.5,0.4,0.8,1.9,3.2,13.9,18.6,.662,.006,.225,12.0,32.2,21.9,12.6,0.6,2.2,15.2,17.5,,,,,,,,,1.9,0.7,2.6,.123,,,,,,,,,0.3,-0.3,-0.1,0.5
Jordan Hawkins,4310196,SG,21,NOP,45,10,21.1,3.3,8.2,.403,2.0,5.4,.380,1.3,2.8,.445,.527,1.4,1.6,.847,0.6,2.2,2.8,1.3,0.4,0.1,0.8,1.3,10.0,11.3,.561,.654,.195,2.9,11.6,7.3,8.6,0.8,0.4,8.0,19.7,,,,,,,,,0.6,0.8,1.4,.072,,,,,,,,,-0.5,-1.6,-2.1,0.0
Zeke Nnaji,4306281,PF,23,DEN,37,0,9.4,1.1,2.5,.457,0.1,0.4,.313,1.0,2.1,.487,.484,0.7,1.1,.641,1.1,1.0,2.1,0.5,0.2,0.5,0.6,1.5,3.1,11.1,.522,.174,.424,13.5,12.0,12.7,7.3,1.3,5.0,18.0,16.7,,,,,,,,,0.0,0.4,0.4,.062,,,,,,,,,-4.7,-0.3,-5.0,-0.3
Immanuel Quickley,4171548,SG-PG,24,TOT,45,15,26.6,5.2,12.1,.434,2.3,5.7,.409,2.9,6.4,.456,.530,2.7,3.2,.854,0.2,2.8,3.0,3.8,0.6,0.1,1.1,1.6,15.6,16.1,.576,.472,.265,1.0,11.7,6.3,20.6,1.1,0.4,7.7,23.4,,,,,,,,,2.2,1.0,3.2,.126,,,,,,,,,2.0,-0.8,1.1,1.0
Chris Duarte,4124400,SF,26,SAC,36,11,12.9,1.3,3.5,.362,0.6,1.9,.319,0.7,1.6,.414,.449,0.6,0.7,.769,0.4,1.4,1.8,0.9,0.5,0.1,0.6,1.7,3.7,6.4,.484,.543,.205,3.3,12.7,7.9,8.6,1.9,0.4,12.6,14.5,,,,,,,,,-0.3,0.4,0.2,.016,,,,,,,,,-5.5,0.1,-5.4,-0.4
Ochai Agbaji,4114200,SG,23,UTA,51,10,19.7,2.1,4.9,.426,0.9,2.8,.331,1.2,2.1,.551,.520,0.3,0.4,.750,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,8.0,.531,.570,.080,3.9,9.8,6.9,6.0,1.3,2.5,11.7,12.1,,,,,,,,,0.1,0.6,0.6,.030,,,,,,,,,-2.7,-0.3,-2.9,-0.2
Kobe Bufkin,4094244,SG,20,ATL,3,0,2.0,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.3,0.7,.500,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.0,1.3,18.6,.410,.500,.500,17.4,37.6,27.1,22.5,0.0,0.0,0.0,33.3,,,,,,,,,0.0,0.0,0.0,.066,,,,,,,,,0.9,-4.8,-3.9,0.0
Payton Pritchard,4037277,PG,26,BOS,50,0,20.8,2.8,6.6,.420,1.6,4.5,.368,1.1,2.2,.528,.544,0.6,0.7,.806,0.9,2.2,3.1,2.9,0.4,0.1,0.6,1.3,7.8,13.1,.561,.674,.109,4.9,10.7,7.9,18.4,1.0,0.5,7.7,15.5,,,,,,,,,1.8,1.2,3.0,.139,,,,,,,,,0.3,0.3,0.6,0.7
Dwight Powell,4000000,C,32,DAL,44,8,15.7,1.4,2.0,.700,0.0,0.0,.500,1.4,2.0,.705,.706,1.3,1.8,.734,1.8,2.2,3.9,1.6,0.5,0.4,0.6,2.1,4.2,15.2,.741,.022,.878,12.3,15.4,13.8,13.1,1.5,2.2,17.2,9.3,,,,,,,,,2.0,0.6,2.6,.183,,,,,,,,,-0.5,0.8,0.4,0.4
Seth Curry,4000000,SG,33,DAL,36,3,12.7,1.5,4.0,.372,0.8,2.2,.363,0.7,1.8,.385,.472,0.5,0.5,.895,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,4.3,8.5,.502,.552,.131,3.6,9.1,6.3,8.5,1.8,0.6,9.4,15.8,,,,,,,,,-0.1,0.3,0.2,.024,,,,,,,,,-3.0,-1.0,-4.0,-0.2
Moses Moody,3918480,SG,21,GSW,35,4,17.9,3.1,6.5,.480,1.1,3.1,.355,2.0,3.4,.592,.564,1.3,1.6,.789,1.1,1.9,3.0,0.8,0.7,0.3,0.7,1.3,8.6,14.4,.597,.471,.251,6.8,11.6,9.2,6.3,1.8,1.6,9.0,18.6,,,,,,,,,0.8,0.5,1.3,.102,,,,,,,,,0.5,-0.1,0.4,0.4
Mark Williams,3908160,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,22.2,.675,.000,.424,15.9,25.3,20.3,6.6,1.5,3.6,8.7,16.7,,,,,,,,,1.6,0.4,2.0,.186,,,,,,,,,1.4,-0.9,0.5,0.3
Jaden McDaniels,3901399,SF,23,MIN,41,40,29.1,4.5,8.8,.510,1.2,3.4,.367,3.2,5.4,.600,.581,0.7,0.9,.771,0.8,1.9,2.7,1.4,0.9,0.5,1.3,3.1,10.8,9.6,.593,.387,.097,3.3,7.0,5.3,6.8,1.5,1.4,12.2,15.7,,,,,,,,,0.3,1.8,2.1,.084,,,,,,,,,-3.0,0.8,-2.2,-0.1
Keyonte George,3889776,PG,20,UTA,46,16,24.2,3.6,9.2,.387,1.8,5.2,.340,1.8,4.0,.446,.482,2.4,3.0,.824,0.3,2.6,2.9,4.2,0.4,0.1,2.0,1.0,11.3,11.2,.538,.561,.321,1.4,11.5,6.5,23.5,0.8,0.3,16.0,21.5,,,,,,,,,0.3,0.4,0.7,.029,,,,,,,,,-1.0,-2.1,-3.1,-0.3
Malachi Flynn,3873024,PG,25,TOT,45,0,11.9,1.4,3.6,.406,0.7,2.1,.344,0.7,1.5,.493,.506,0.6,0.7,.788,0.3,1.3,1.6,1.8,0.4,0.1,0.8,1.0,4.2,10.3,.539,.581,.206,2.6,12.2,7.4,19.3,1.7,1.0,17.1,16.9,,,,,,,,,0.0,0.4,0.4,.038,,,,,,,,,-2.8,0.1,-2.7,-0.1
Taj Gibson,3857782,PF,38,NYK,12,0,9.2,0.6,1.3,.467,0.0,0.4,.000,0.6,0.8,.700,.467,0.2,0.2,1.000,0.5,1.1,1.6,0.5,0.1,0.5,0.3,1.7,1.3,6.2,.504,.333,.133,6.1,13.0,9.6,6.8,0.5,5.0,15.9,7.3,,,,,,,,,0.0,0.1,0.2,.078,,,,,,,,,-5.3,1.0,-4.3,-0.1
Desmond Bane,3845083,SG,25,MEM,37,37,34.5,8.9,18.8,.474,3.3,8.6,.384,5.6,10.2,.551,.563,3.3,3.8,.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4,18.8,.597,.460,.201,2.8,12.0,7.3,28.2,1.4,1.4,11.6,28.8,,,,,,,,,1.5,1.3,2.8,.106,,,,,,,,,3.4,0.1,3.5,1.8
Russell Westbrook,3835738,PG,35,LAC,49,10,22.9,4.6,9.8,.470,0.7,2.3,.289,3.9,7.5,.526,.504,1.6,2.3,.661,1.5,4.1,5.6,4.7,1.1,0.4,2.1,1.8,11.4,17.2,.528,.237,.239,7.6,19.5,13.7,29.2,2.4,1.7,16.5,24.7,,,,,,,,,0.5,1.6,2.2,.094,,,,,,,,,0.5,1.1,1.6,1.0
Kevin Love,3835738,PF,35,MIA,40,5,17.7,2.9,6.5,.437,1.5,4.5,.337,1.3,2.0,.663,.554,1.9,2.4,.787,1.1,5.1,6.2,2.4,0.3,0.2,0.8,1.8,9.1,18.4,.600,.693,.360,6.9,33.1,19.8,20.3,0.9,0.8,9.6,20.9,,,,,,,,,1.5,1.1,2.6,.173,,,,,,,,,2.9,0.8,3.8,1.0
Corey Kispert,3722040,SF,24,WAS,48,1,21.9,4.2,8.6,.482,1.9,5.4,.358,2.2,3.2,.690,.594,1.4,1.8,.767,0.3,1.9,2.3,1.5,0.3,0.2,1.1,1.6,11.6,12.4,.617,.627,.207,1.5,9.6,5.5,9.7,0.7,0.6,10.1,20.1,,,,,,,,,0.7,0.1,0.8,.037,,,,,,,,,-0.4,-2.5,-2.9,-0.2
AJ Griffin,3712920,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1,1.8,.403,.733,.044,1.6,10.2,5.7,3.8,0.4,0.7,11.6,16.1,,,,,,,,,-0.3,0.0,-0.3,-0.099,,,,,,,,,-5.5,-3.4,-8.9,-0.2
Jalen Hood-Schifino,3695076,SG,20,LAL,15,0,6.1,0.5,2.3,.229,0.1,0.7,.091,0.5,1.6,.292,.243,0.7,1.1,.625,0.1,0.5,0.7,0.5,0.2,0.1,0.5,0.7,1.8,-0.6,.321,.314,.457,2.5,9.3,6.0,10.8,1.5,1.9,16.0,23.4,,,,,,,,,-0.5,0.1,-0.4,-0.198,,,,,,,,,-11.9,-2.7,-14.6,-0.3
Amir Coffey,3666667,SF,26,LAC,37,7,17.2,2.1,3.7,.565,0.8,1.8,.439,1.3,1.9,.681,.670,0.8,0.9,.857,0.4,1.3,1.7,0.7,0.5,0.1,0.4,1.3,5.8,11.3,.701,.478,.254,2.4,8.4,5.5,5.2,1.3,0.7,8.9,11.5,,,,,,,,,1.1,0.5,1.6,.118,,,,,,,,,-1.1,-0.3,-1.4,0.1
Alperen Sengun,3536280,C,21,HOU,50,50,32.6,8.6,15.8,.542,0.6,1.9,.289,8.0,13.9,.577,.559,3.8,5.3,.719,2.8,6.6,9.3,5.1,1.2,0.7,2.6,3.3,21.6,22.3,.593,.122,.337,9.2,21.8,15.5,26.1,1.7,2.0,12.5,27.3,,,,,,,,,3.1,2.7,5.8,.169,,,,,,,,,3.2,1.8,5.0,2.9
